word,replacement_word,replacement_word2,word_WordBank1,word_WordBank2,category,WG_class,class,classEH,RescorlaSafyer_Class,classEHse,classVerbs,lemma
mcg_vc10_work,work,work,work (place),work_pla,outside,NA,NA,Noun,Noun,Noun,NA,work
mcg_vc10_zoo,zoo,zoo,zoo,zoo,outside,NA,NA,Noun,Noun,Noun,NA,zoo
mcg_vc11_aunt,aunt,aunt,aunt,aunt,people,NA,NA,Noun,people,people,NA,aunt
mcg_vc11_baby,baby,baby,baby,baby,people,NA,NA,Noun,people,people,NA,baby
mcg_vc11_bbys,babysitter,babysitter,babysitter,babysitter,people,NA,NA,Noun,people,people,NA,babysitter
mcg_vc11_bsnm,babysitter'sname,babysitter'sname,babysitter's name,babysitter'sname,people,NA,NA,Noun,people,people,NA,babysitter's+name
mcg_vc11_boy,boy,boy,boy,boy,people,NA,NA,Noun,people,people,NA,boy
mcg_vc11_brthr,brother,brother,brother,brother,people,NA,NA,Noun,people,people,NA,brother
mcg_vc11_child,child,child,child,child,people,NA,NA,Noun,people,people,NA,child
mcg_vc11_dad,daddy,daddy,daddy*,daddy,people,NA,NA,Noun,people,people,NA,daddy
mcg_vc11_girl,girl,girl,girl,girl,people,NA,NA,Noun,people,people,NA,girl
mcg_vc11_gma,grandma,grandma,grandma*,grandma,people,NA,NA,Noun,people,people,NA,grandma
mcg_vc11_gpa,grandpa,grandpa,grandpa*,grandpa,people,NA,NA,Noun,people,people,NA,grandpa
mcg_vc11_lady,lady,lady,lady,lady,people,NA,NA,Noun,people,people,NA,lady
mcg_vc11_man,man,man,man,man,people,NA,NA,Noun,people,people,NA,man
mcg_vc11_mom,mommy,mommy,mommy*,mommy,people,NA,NA,Noun,people,people,NA,mommy
mcg_vc11_name,childname,childname,child's own name,childname,people,NA,NA,Noun,people,people,NA,child's+own+name
mcg_vc11_pple,people,people,people,people,people,NA,NA,Noun,people,people,NA,people
mcg_vc11_persn,person,person,person,person,people,NA,NA,Noun,people,people,NA,person
mcg_vc11_sister,sister,sister,sister,sister,people,NA,NA,Noun,people,people,NA,sister
mcg_vc11_tchr,teacher,teacher,teacher,teacher,people,NA,NA,Noun,people,people,NA,teacher
mcg_vc11_uncle,uncle,uncle,uncle,uncle,people,NA,NA,Noun,people,people,NA,uncle
mcg_vc12_bath,bath,bath,bath,bath,games_routines,NA,NA,Noun,Noun,Noun,NA,bath
mcg_vc12_bkft,breakfast,breakfast,breakfast,breakfast,games_routines,NA,NA,Noun,Noun,Noun,NA,breakfast
mcg_vc12_bye,bye,bye,bye,bye,games_routines,NA,NA,NA,NA,NA,NA,bye
mcg_vc12_dnnr,dinner,dinner,dinner,dinner,games_routines,NA,NA,Noun,Noun,Noun,NA,dinner
mcg_vc12_dont,dont,dont,don't,don't,games_routines,NA,NA,Predicate,NA,NA,NA,don't
mcg_vc12_hello,hello,hello,hello,hello,games_routines,NA,NA,NA,NA,NA,NA,hello
mcg_vc12_hi,hi,hi,hi,hi,games_routines,NA,NA,NA,NA,NA,NA,hi
mcg_vc12_lunch,lunch,lunch,lunch,lunch,games_routines,NA,NA,Noun,Noun,Noun,NA,lunch
mcg_vc12_nap,nap,nap,nap,nap,games_routines,NA,NA,Noun,NA,NA,NA,nap
mcg_vc12_night,nightnight,nightnight,night night,nightnight,games_routines,NA,NA,NA,NA,NA,NA,night+night
mcg_vc12_no,no,no,no,no,games_routines,NA,NA,NA,NA,NA,NA,no
mcg_vc12_patty,pattycake,pattycake,pattycake,pattycake,games_routines,NA,NA,Noun,NA,NA,NA,pattycake
mcg_vc12_peek,peekaboo,peekaboo,peekaboo,peekaboo,games_routines,NA,NA,Noun,NA,NA,NA,peekaboo
mcg_vc12_plse,please,please,please,please,games_routines,NA,NA,NA,NA,NA,NA,please
mcg_vc12_shh,shush,shush,shh/shush/hush,shush,games_routines,NA,NA,NA,NA,NA,NA,shh/shush/hush
mcg_vc12_tkyou,thankyou,thankyou,thank you,thankyou,games_routines,NA,NA,NA,NA,NA,NA,thank+you
mcg_vc12_wait,wait,wait,wait,wait,games_routines,Predicate,Predicate,Predicate,Verb,Verb,Verb,wait
mcg_vc12_want,want,want,wanna/want to,wanna,games_routines,Predicate,Predicate,Predicate,Verb,Verb,Verb,wanna/want+to
mcg_vc12_yes,yes,yes,yes,yes,games_routines,NA,NA,NA,NA,NA,NA,yes
mcg_vc13_bite,bite,bite,bite,bite,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,bite
mcg_vc13_blow,blow,blow,blow,blow,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,blow
mcg_vc13_brk,break,break,break,break,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,break
mcg_vc13_bring,bring,bring,bring,bring,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,bring
mcg_vc13_bump,bump,bump,bump,bump,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,bump
mcg_vc13_clean,clean,clean,clean (action),clean_act,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,clean
mcg_vc13_close,close,close,close,close,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,close
mcg_vc13_cry,cry,cry,cry,cry,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,cry
mcg_vc13_dance,dance,dance,dance,dance,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,dance
mcg_vc13_draw,draw,draw,draw,draw,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,draw
mcg_vc13_drink,drink,drink,drink (action),drink_act,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,drink
mcg_vc13_drive,drive,drive,drive,drive,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,drive
mcg_vc13_eat,eat,eat,eat,eat,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,eat
mcg_vc13_fall,fall,fall,fall,fall,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,fall
mcg_vc13_feed,feed,feed,feed,feed,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,feed
mcg_vc13_fnsh,finish,finish,finish,finish,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,finish
mcg_vc13_get,get,get,get,get,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,get
mcg_vc13_give,give,give,give,give,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,give
mcg_vc13_go,go,go,go,go,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,go
mcg_vc13_help,help,help,help,help,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,help
mcg_vc13_hit,hit,hit,hit,hit,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,hit
mcg_vc13_hug,hug,hug,hug,hug,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,hug
mcg_vc13_hurry,hurry,hurry,hurry,hurry,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,hurry
mcg_vc13_jump,jump,jump,jump,jump,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,jump
mcg_vc13_kick,kick,kick,kick,kick,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,kick
mcg_vc13_kiss,kiss,kiss,kiss,kiss,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,kiss
mcg_vc13_look,look,look,look,look,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,look
mcg_vc13_love,love,love,love,love,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,love
mcg_vc13_open,open,open,open,open,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,open
mcg_vc13_play,play,play,play,play,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,play
mcg_vc13_pull,pull,pull,pull,pull,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,pull
mcg_vc13_push,push,push,push,push,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,push
mcg_vc13_put,put,put,put,put,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,put
mcg_vc13_read,read,read,read,read,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,read
mcg_vc13_ride,ride,ride,ride,ride,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,ride
mcg_vc13_run,run,run,run,run,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,run
mcg_vc13_say,say,say,say,say,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,say
mcg_vc13_see,see,see,see,see,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,see
mcg_vc13_show,show,show,show,show,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,show
mcg_vc13_sing,sing,sing,sing,sing,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,sing
mcg_vc13_sleep,sleep,sleep,sleep,sleep,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,sleep
mcg_vc13_smile,smile,smile,smile,smile,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,smile
mcg_vc13_splsh,splash,splash,splash,splash,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,splash
mcg_vc13_stop,stop,stop,stop,stop,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,stop
mcg_vc13_swim,swim,swim,swim,swim,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,swim
mcg_vc13_swing,swing,swing,swing (action),swing_act,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,swing
mcg_vc13_take,take,take,take,take,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,take
mcg_vc13_throw,throw,throw,throw,throw,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,throw
mcg_vc13_tckle,tickle,tickle,tickle,tickle,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,tickle
mcg_vc13_touch,touch,touch,touch,touch,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,touch
mcg_vc13_watch,watch,watch,watch (action),watch_act,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,watch
mcg_vc13_walk,walk,walk,walk,walk,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,walk
mcg_vc13_wash,wash,wash,wash,wash,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,wash
mcg_vc13_wipe,wipe,wipe,wipe,wipe,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,wipe
mcg_vc13_write,write,write,write,write,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,write
mcg_vc14_day,day,day,day,day,time_words,NA,NA,NA,NA,NA,NA,day
mcg_vc14_later,later,later,later,later,time_words,NA,NA,NA,NA,NA,NA,later
mcg_vc14_morn,morning,morning,morning,morning,time_words,NA,NA,NA,NA,NA,NA,morning
mcg_vc14_night,night,night,night,night,time_words,NA,NA,NA,NA,NA,NA,night
mcg_vc14_now,now,now,now,now,time_words,NA,NA,NA,NA,NA,NA,now
mcg_vc14_today,today,today,today,today,time_words,NA,NA,NA,NA,NA,NA,today
mcg_vc14_tomrr,tomorrow,tomorrow,tomorrow,tomorrow,time_words,NA,NA,NA,NA,NA,NA,tomorrow
mcg_vc14_tnght,tonight,tonight,tonight,tonight,time_words,NA,NA,NA,NA,NA,NA,tonight
mcg_vc15_allgn,allgone,allgone,all gone,allgone,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,all+gone
mcg_vc15_asleep,asleep,asleep,asleep,asleep,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,asleep
mcg_vc15_bad,bad,bad,bad,bad,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,bad
mcg_vc15_big,big,big,big,big,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,big
mcg_vc15_blue,blue,blue,blue,blue,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,blue
mcg_vc15_brkn,broken,broken,broken,broken,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,broken
mcg_vc15_care,careful,careful,careful,careful,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,careful
mcg_vc15_clean,clean,clean,clean (description),clean_des,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,clean
mcg_vc15_cold,cold,cold,cold,cold,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,cold
mcg_vc15_cute,cute,cute,cute,cute,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,cute
mcg_vc15_dark,dark,dark,dark,dark,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,dark
mcg_vc15_dirty,dirty,dirty,dirty,dirty,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,dirty
mcg_vc15_dry,dry,dry,dry (description),dry_des,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,dry
mcg_vc15_empty,empty,empty,empty,empty,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,empty
mcg_vc15_fast,fast,fast,fast,fast,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,fast
mcg_vc15_fine,fine,fine,fine,fine,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,fine
mcg_vc15_gntle,gentle,gentle,gentle,gentle,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,gentle
mcg_vc15_good,good,good,good,good,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,good
mcg_vc15_happy,happy,happy,happy,happy,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,happy
mcg_vc15_hard,hard,hard,hard,hard,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,hard
mcg_vc15_hot,hot,hot,hot,hot,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,hot
mcg_vc15_hungry,hungry,hungry,hungry,hungry,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,hungry
mcg_vc15_hurt,hurt,hurt,hurt,hurt,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,hurt
mcg_vc15_lttle,little,little,little (description),little_des,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,little
mcg_vc15_nghty,naughty,naughty,naughty,naughty,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,naughty
mcg_vc15_nice,nice,nice,nice,nice,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,nice
mcg_vc15_old,old,old,old,old,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,old
mcg_vc15_prtty,pretty,pretty,pretty,pretty,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,pretty
mcg_vc15_red,red,red,red,red,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,red
mcg_vc15_scared,scared,scared,scared,scared,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,scared
mcg_vc15_sick,sick,sick,sick,sick,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,sick
mcg_vc15_sleepy,sleepy,sleepy,sleepy,sleepy,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,sleepy
mcg_vc15_soft,soft,soft,soft,soft,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,soft
mcg_vc15_thirst,thirsty,thirsty,thirsty,thirsty,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,thirsty
mcg_vc15_tired,tired,tired,tired,tired,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,tired
mcg_vc15_wet,wet,wet,wet,wet,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,wet
mcg_vc15_yuck,yucky,yucky,yucky,yucky,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,yucky
mcg_vc16_his,his,his,his,his,pronouns,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,his
mcg_vc16_i,I,I,her,her,pronouns,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,her
mcg_vc16_her,her,her,I,I,pronouns,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,I
mcg_vc16_it,it,it,it,it,pronouns,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,it
mcg_vc16_me,me,me,me,me,pronouns,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,me
mcg_vc16_mine,mine,mine,mine,mine,pronouns,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,mine
mcg_vc16_my,my,my,my,my,pronouns,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,my
mcg_vc16_that,that,that,that,that,pronouns,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,that
mcg_vc16_this,this,this,this,this,pronouns,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,this
mcg_vc16_you,you,you,you,you,pronouns,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,you
mcg_vc16_your,your,your,your,your,pronouns,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,your
mcg_vc17_how,how,how,how,how,question_words,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,how
mcg_vc17_what,what,what,what,what,question_words,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,what
mcg_vc17_when,when,when,when,when,question_words,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,when
mcg_vc17_where,where,where,where,where,question_words,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,where
mcg_vc17_who,who,who,who,who,question_words,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,who
mcg_vc17_why,why,why,why,why,question_words,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,why
mcg_vc18_away,away,away,away,away,prepositions_and_locations,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,away
mcg_vc18_back,back,back,back,back,prepositions_and_locations,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,back
mcg_vc18_down,down,down,down,down,prepositions_and_locations,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,down
mcg_vc18_in,in,in,in,in,prepositions_and_locations,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,inside/in
mcg_vc18_inside,inside,inside,inside,inside,prepositions_and_locations,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,inside/in
mcg_vc18_off,off,off,off,off,prepositions_and_locations,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,off
mcg_vc18_on,on,on,on,on,prepositions_and_locations,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,on
mcg_vc18_out,out,out,out,out,prepositions_and_locations,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,out
mcg_vc18_there,there,there,there,there,prepositions_and_locations,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,there
mcg_vc18_under,under,under,under,under,prepositions_and_locations,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,under
mcg_vc18_up,up,up,up,up,prepositions_and_locations,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,up
mcg_vc19_all,all,all,all,all,quantifiers_and_articles,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,all
mcg_vc19_anoth,another,another,another,another,quantifiers_and_articles,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,another
mcg_vc19_more,more,more,more,more,quantifiers_and_articles,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,more
mcg_vc19_none,none,none,none,none,quantifiers_and_articles,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,none
mcg_vc19_not,not,not,not,not,quantifiers_and_articles,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,not
mcg_vc19_other,other,other,other,other,quantifiers_and_articles,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,other
mcg_vc19_same,same,same,same,same,quantifiers_and_articles,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,same
mcg_vc19_some,some,some,some,some,quantifiers_and_articles,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,some
